S1-time		S2-time			IAT-S2			Delay-S2		S1-chksum				S2-chksum
10:55:15.391   10:55:15.446   0:00:00.030000                     0:00:00.055000           ['tcp_csum:e852']               ['tcp_csum:8c36']
10:55:15.391   10:55:15.446   0:00:00                            0:00:00.055000           ['tcp_csum:b693']                ['tcp_csum:b7a']
10:55:15.392   10:55:15.452   0:00:00.006000                     0:00:00.060000           ['tcp_csum:664f']               ['tcp_csum:3ceb']
10:55:15.392   10:55:15.452   0:00:00                            0:00:00.060000           ['tcp_csum:d7d6']               ['tcp_csum:7ab9']
10:55:15.395   10:55:15.453   0:00:00.001000                     0:00:00.058000           ['tcp_csum:c348']               ['tcp_csum:4034']
10:55:15.395   10:55:15.454   0:00:00.001000                     0:00:00.059000           ['tcp_csum:52a9']               ['tcp_csum:1573']
10:55:15.426   10:55:15.455   0:00:00.001000                     0:00:00.029000           ['tcp_csum:8c36']               ['tcp_csum:89ef']
10:55:15.426   10:55:15.456   0:00:00.001000                     0:00:00.030000           ['tcp_csum:b7a']                ['tcp_csum:d2f4']
10:55:15.431   10:55:15.486   0:00:00.030000                     0:00:00.055000           ['tcp_csum:3ceb']               ['tcp_csum:4e57']
10:55:15.431   10:55:15.492   0:00:00.006000                     0:00:00.061000           ['tcp_csum:7ab9']               ['tcp_csum:4f99']
10:55:15.432   10:55:15.492   0:00:00                            0:00:00.060000           ['tcp_csum:4034']               ['tcp_csum:f83e']
10:55:15.432   10:55:15.493   0:00:00.001000                     0:00:00.061000           ['tcp_csum:1573']               ['tcp_csum:b261']
10:55:15.435   10:55:15.494   0:00:00.001000                     0:00:00.059000           ['tcp_csum:89ef']               ['tcp_csum:1f45']
10:55:15.547   10:55:15.573   0:00:00.079000                     0:00:00.026000           ['tcp_csum:4f4c']               ['tcp_csum:cd4e']
10:55:15.547   10:55:15.573   0:00:00                            0:00:00.026000           ['tcp_csum:1d8d']               ['tcp_csum:e738']
10:55:15.552   10:55:15.574   0:00:00.001000                     0:00:00.022000           ['tcp_csum:cd4e']               ['tcp_csum:24e3']
10:55:15.552   10:55:15.575   0:00:00.001000                     0:00:00.023000           ['tcp_csum:e738']               ['tcp_csum:f9c6']
10:55:15.552   10:55:15.576   0:00:00.001000                     0:00:00.024000           ['tcp_csum:24e3']               ['tcp_csum:7524']
10:55:15.553   10:55:15.577   0:00:00.001000                     0:00:00.024000           ['tcp_csum:f9c6']               ['tcp_csum:59b8']
10:55:15.553   10:55:15.609   0:00:00.032000                     0:00:00.056000           ['tcp_csum:7524']               ['tcp_csum:cabe']
10:55:15.557   10:55:15.609   0:00:00                            0:00:00.052000           ['tcp_csum:59b8']               ['tcp_csum:59d5']
10:55:15.587   10:55:15.613   0:00:00.004000                     0:00:00.026000           ['tcp_csum:cabe']               ['tcp_csum:acbf']
10:55:15.587   10:55:15.613   0:00:00                            0:00:00.026000           ['tcp_csum:59d5']               ['tcp_csum:8cd6']
10:55:15.594   10:55:15.614   0:00:00.001000                     0:00:00.020000           ['tcp_csum:acbf']               ['tcp_csum:3467']
10:55:15.594   10:55:15.615   0:00:00.001000                     0:00:00.021000           ['tcp_csum:8cd6']               ['tcp_csum:d8a1']
10:55:15.595   10:55:15.617   0:00:00.002000                     0:00:00.022000           ['tcp_csum:3467']               ['tcp_csum:4a4e']
10:55:15.595   10:55:15.618   0:00:00.001000                     0:00:00.023000           ['tcp_csum:d8a1']               ['tcp_csum:5c86']
10:55:15.596   10:55:15.648   0:00:00.030000                     0:00:00.052000           ['tcp_csum:4a4e']               ['tcp_csum:60df']
10:55:15.597   10:55:15.648   0:00:00                            0:00:00.051000           ['tcp_csum:5c86']               ['tcp_csum:43a2']
10:55:15.627   10:55:15.653   0:00:00.005000                     0:00:00.026000           ['tcp_csum:60df']               ['tcp_csum:be5f']
10:55:15.628   10:55:15.655   0:00:00.002000                     0:00:00.027000           ['tcp_csum:43a2']               ['tcp_csum:1c41']
10:55:15.633   10:55:15.655   0:00:00                            0:00:00.022000           ['tcp_csum:be5f']               ['tcp_csum:ea36']
10:55:15.634   10:55:15.657   0:00:00.002000                     0:00:00.023000           ['tcp_csum:1c41']               ['tcp_csum:ede6']
10:55:15.634   10:55:15.657   0:00:00                            0:00:00.023000           ['tcp_csum:ea36']               ['tcp_csum:5760']
10:55:15.714   10:55:15.769   0:00:00.112000                     0:00:00.055000           ['tcp_csum:5a35']               ['tcp_csum:57e2']
10:55:15.714   10:55:15.769   0:00:00                            0:00:00.055000           ['tcp_csum:d978']               ['tcp_csum:a0e7']
10:55:15.716   10:55:15.770   0:00:00.001000                     0:00:00.054000           ['tcp_csum:aec']                ['tcp_csum:7b55']
10:55:15.716   10:55:15.774   0:00:00.004000                     0:00:00.058000           ['tcp_csum:48ba']               ['tcp_csum:1c57']
10:55:15.719   10:55:15.774   0:00:00                            0:00:00.055000           ['tcp_csum:e33']                ['tcp_csum:1d9c']
10:55:15.719   10:55:15.777   0:00:00.003000                     0:00:00.058000           ['tcp_csum:e371']               ['tcp_csum:c63f']
10:55:15.748   10:55:15.777   0:00:00                            0:00:00.029000           ['tcp_csum:57e2']               ['tcp_csum:8062']
10:55:15.748   10:55:15.779   0:00:00.002000                     0:00:00.031000           ['tcp_csum:a0e7']               ['tcp_csum:ed43']
10:55:15.749   10:55:15.779   0:00:00                            0:00:00.030000           ['tcp_csum:7b55']               ['tcp_csum:36f6']
10:55:15.754   10:55:15.809   0:00:00.030000                     0:00:00.055000           ['tcp_csum:1c57']               ['tcp_csum:50a2']
10:55:15.754   10:55:15.809   0:00:00                            0:00:00.055000           ['tcp_csum:1d9c']               ['tcp_csum:b333']
10:55:15.756   10:55:15.815   0:00:00.006000                     0:00:00.059000           ['tcp_csum:c63f']               ['tcp_csum:c7f6']
10:55:15.756   10:55:15.815   0:00:00                            0:00:00.059000           ['tcp_csum:8062']               ['tcp_csum:d2af']
10:55:15.759   10:55:15.817   0:00:00.002000                     0:00:00.058000           ['tcp_csum:ed43']               ['tcp_csum:b3a5']
10:55:15.759   10:55:15.817   0:00:00                            0:00:00.058000           ['tcp_csum:36f6']                ['tcp_csum:60e']
10:55:15.789   10:55:15.819   0:00:00.002000                     0:00:00.030000           ['tcp_csum:50a2']               ['tcp_csum:1d5d']
10:55:15.789   10:55:15.850   0:00:00.031000                     0:00:00.061000           ['tcp_csum:b333']               ['tcp_csum:9b53']
10:55:15.795   10:55:15.850   0:00:00                            0:00:00.055000           ['tcp_csum:c7f6']               ['tcp_csum:b53d']
10:55:15.795   10:55:15.851   0:00:00.001000                     0:00:00.056000           ['tcp_csum:d2af']               ['tcp_csum:f2e7']
10:55:15.797   10:55:15.855   0:00:00.004000                     0:00:00.058000           ['tcp_csum:b3a5']               ['tcp_csum:c7c7']
10:55:15.797   10:55:15.855   0:00:00                            0:00:00.058000           ['tcp_csum:60e']                ['tcp_csum:4325']
10:55:15.799   10:55:15.857   0:00:00.002000                     0:00:00.058000           ['tcp_csum:1d5d']               ['tcp_csum:27bb']
10:55:15.880   10:55:15.930   0:00:00.073000                     0:00:00.050000           ['tcp_csum:2a87']               ['tcp_csum:11a3']
10:55:15.880   10:55:15.931   0:00:00.001000                     0:00:00.051000           ['tcp_csum:2ef0']               ['tcp_csum:8c62']
10:55:15.910   10:55:15.932   0:00:00.001000                     0:00:00.022000           ['tcp_csum:11a3']               ['tcp_csum:ea45']
10:55:15.910   10:55:15.934   0:00:00.002000                     0:00:00.024000           ['tcp_csum:8c62']               ['tcp_csum:b833']
10:55:15.911   10:55:15.936   0:00:00.002000                     0:00:00.025000           ['tcp_csum:ea45']               ['tcp_csum:a6d6']
10:55:15.911   10:55:15.936   0:00:00                            0:00:00.025000           ['tcp_csum:b833']               ['tcp_csum:924a']
10:55:15.916   10:55:15.940   0:00:00.004000                     0:00:00.024000           ['tcp_csum:a6d6']               ['tcp_csum:21a9']
10:55:15.916   10:55:15.940   0:00:00                            0:00:00.024000           ['tcp_csum:924a']               ['tcp_csum:5b44']
10:55:15.920   10:55:15.972   0:00:00.032000                     0:00:00.052000           ['tcp_csum:21a9']               ['tcp_csum:da77']
10:55:15.920   10:55:15.972   0:00:00                            0:00:00.052000           ['tcp_csum:5b44']                ['tcp_csum:bed']
10:55:15.952   10:55:15.972   0:00:00                            0:00:00.020000           ['tcp_csum:da77']               ['tcp_csum:49bb']
10:55:15.952   10:55:15.973   0:00:00.001000                     0:00:00.021000           ['tcp_csum:bed']                 ['tcp_csum:f36']
10:55:15.952   10:55:15.976   0:00:00.003000                     0:00:00.024000           ['tcp_csum:49bb']               ['tcp_csum:e472']
10:55:15.953   10:55:15.976   0:00:00                            0:00:00.023000           ['tcp_csum:f36']                ['tcp_csum:58f1']
10:55:15.956   10:55:15.980   0:00:00.004000                     0:00:00.024000           ['tcp_csum:e472']               ['tcp_csum:a1f4']
10:55:15.956   10:55:15.980   0:00:00                            0:00:00.024000           ['tcp_csum:58f1']               ['tcp_csum:7c62']
10:55:15.960   10:55:16.011   0:00:00.031000                     0:00:00.051000           ['tcp_csum:a1f4']               ['tcp_csum:1d56']
10:55:15.960   10:55:16.012   0:00:00.001000                     0:00:00.052000           ['tcp_csum:7c62']               ['tcp_csum:1e9b']
10:55:15.991   10:55:16.012   0:00:00                            0:00:00.021000           ['tcp_csum:1d56']               ['tcp_csum:c740']
10:55:15.992   10:55:16.016   0:00:00.004000                     0:00:00.024000           ['tcp_csum:1e9b']               ['tcp_csum:8161']
10:55:15.992   10:55:16.016   0:00:00                            0:00:00.024000           ['tcp_csum:c740']               ['tcp_csum:ee44']
10:55:16.071   10:55:16.092   0:00:00.076000                     0:00:00.021000           ['tcp_csum:f3e4']               ['tcp_csum:f3e4']
10:55:16.071   10:55:16.092   0:00:00                            0:00:00.021000           ['tcp_csum:c8c8']               ['tcp_csum:c8c8']
10:55:16.074   10:55:16.094   0:00:00.002000                     0:00:00.020000           ['tcp_csum:4426']               ['tcp_csum:4426']
10:55:16.074   10:55:16.094   0:00:00                            0:00:00.020000           ['tcp_csum:28bc']               ['tcp_csum:28bc']
10:55:16.077   10:55:16.097   0:00:00.003000                     0:00:00.020000           ['tcp_csum:99d0']               ['tcp_csum:99d0']
10:55:16.077   10:55:16.097   0:00:00                            0:00:00.020000           ['tcp_csum:28e7']               ['tcp_csum:28e7']
10:55:16.081   10:55:16.101   0:00:00.004000                     0:00:00.020000           ['tcp_csum:7bd1']               ['tcp_csum:7bd1']
10:55:16.081   10:55:16.101   0:00:00                            0:00:00.020000           ['tcp_csum:5be8']               ['tcp_csum:5be8']
10:55:16.112   10:55:16.132   0:00:00.031000                     0:00:00.020000           ['tcp_csum:369']                 ['tcp_csum:369']
10:55:16.112   10:55:16.132   0:00:00                            0:00:00.020000           ['tcp_csum:a7a5']               ['tcp_csum:a7a5']
10:55:16.112   10:55:16.133   0:00:00.001000                     0:00:00.021000           ['tcp_csum:1952']               ['tcp_csum:1952']
10:55:16.114   10:55:16.134   0:00:00.001000                     0:00:00.020000           ['tcp_csum:2b89']               ['tcp_csum:2b89']
10:55:16.114   10:55:16.135   0:00:00.001000                     0:00:00.021000           ['tcp_csum:2ff2']               ['tcp_csum:2ff2']
10:55:16.117   10:55:16.138   0:00:00.003000                     0:00:00.021000           ['tcp_csum:12b4']               ['tcp_csum:12b4']
10:55:16.117   10:55:16.139   0:00:00.001000                     0:00:00.022000           ['tcp_csum:8d73']               ['tcp_csum:8d73']
10:55:16.121   10:55:16.141   0:00:00.002000                     0:00:00.020000           ['tcp_csum:eb54']               ['tcp_csum:eb54']
10:55:16.121   10:55:16.142   0:00:00.001000                     0:00:00.021000           ['tcp_csum:b94a']               ['tcp_csum:b94a']
10:55:16.152   10:55:16.172   0:00:00.030000                     0:00:00.020000           ['tcp_csum:bcea']               ['tcp_csum:bcea']
10:55:16.152   10:55:16.172   0:00:00                            0:00:00.020000           ['tcp_csum:265c']               ['tcp_csum:265c']
10:55:16.153   10:55:16.173   0:00:00.001000                     0:00:00.020000           ['tcp_csum:9c87']               ['tcp_csum:9c87']
10:55:16.153   10:55:16.175   0:00:00.002000                     0:00:00.022000           ['tcp_csum:87fb']               ['tcp_csum:87fb']
10:55:16.237   10:55:16.293   0:00:00.118000                     0:00:00.056000           ['tcp_csum:fccf']               ['tcp_csum:be8b']
10:55:16.237   10:55:16.293   0:00:00                            0:00:00.056000           ['tcp_csum:1421']               ['tcp_csum:39e9']
10:55:16.240   10:55:16.294   0:00:00.001000                     0:00:00.054000           ['tcp_csum:e25f']               ['tcp_csum:1e7f']
10:55:16.240   10:55:16.296   0:00:00.002000                     0:00:00.056000           ['tcp_csum:9223']               ['tcp_csum:8f93']
10:55:16.242   10:55:16.297   0:00:00.001000                     0:00:00.055000           ['tcp_csum:ac0b']               ['tcp_csum:1eaa']
10:55:16.242   10:55:16.298   0:00:00.001000                     0:00:00.056000           ['tcp_csum:e9b5']               ['tcp_csum:7196']
10:55:16.273   10:55:16.299   0:00:00.001000                     0:00:00.026000           ['tcp_csum:be8b']               ['tcp_csum:51ad']
10:55:16.273   10:55:16.300   0:00:00.001000                     0:00:00.027000           ['tcp_csum:39e9']               ['tcp_csum:f93b']
10:55:16.273   10:55:16.302   0:00:00.002000                     0:00:00.029000           ['tcp_csum:1e7f']               ['tcp_csum:9d78']
10:55:16.276   10:55:16.303   0:00:00.001000                     0:00:00.027000           ['tcp_csum:8f93']                ['tcp_csum:f23']
10:55:16.276   10:55:16.304   0:00:00.001000                     0:00:00.028000           ['tcp_csum:1eaa']               ['tcp_csum:215b']
10:55:16.278   10:55:16.333   0:00:00.029000                     0:00:00.055000           ['tcp_csum:7196']               ['tcp_csum:25b6']
10:55:16.278   10:55:16.333   0:00:00                            0:00:00.055000           ['tcp_csum:51ad']                ['tcp_csum:879']
10:55:16.280   10:55:16.335   0:00:00.002000                     0:00:00.055000           ['tcp_csum:f93b']               ['tcp_csum:832e']
10:55:16.280   10:55:16.336   0:00:00.001000                     0:00:00.056000           ['tcp_csum:9d78']               ['tcp_csum:a8fc']
10:55:16.283   10:55:16.337   0:00:00.001000                     0:00:00.054000           ['tcp_csum:f23']                ['tcp_csum:9470']
10:55:16.283   10:55:16.338   0:00:00.001000                     0:00:00.055000           ['tcp_csum:215b']               ['tcp_csum:23d1']
10:55:16.313   10:55:16.339   0:00:00.001000                     0:00:00.026000           ['tcp_csum:25b6']               ['tcp_csum:5d6a']
10:55:16.313   10:55:16.341   0:00:00.002000                     0:00:00.028000           ['tcp_csum:879']                ['tcp_csum:dcad']
10:55:16.314   10:55:16.342   0:00:00.001000                     0:00:00.028000           ['tcp_csum:832e']                ['tcp_csum:e23']
10:55:16.314   10:55:16.344   0:00:00.002000                     0:00:00.030000           ['tcp_csum:a8fc']               ['tcp_csum:116a']
10:55:16.317   10:55:16.344   0:00:00                            0:00:00.027000           ['tcp_csum:9470']               ['tcp_csum:e6a8']
10:55:16.435   10:55:16.456   0:00:00.112000                     0:00:00.021000           ['tcp_csum:cb00']               ['tcp_csum:cb00']
10:55:16.435   10:55:16.456   0:00:00                            0:00:00.021000           ['tcp_csum:465e']               ['tcp_csum:465e']
10:55:16.435   10:55:16.456   0:00:00                            0:00:00.021000           ['tcp_csum:2af4']               ['tcp_csum:2af4']
10:55:16.436   10:55:16.457   0:00:00.001000                     0:00:00.021000           ['tcp_csum:9c02']               ['tcp_csum:9c02']
10:55:16.438   10:55:16.458   0:00:00.001000                     0:00:00.020000           ['tcp_csum:ee17']               ['tcp_csum:ee17']
10:55:16.438   10:55:16.460   0:00:00.002000                     0:00:00.022000           ['tcp_csum:d98b']               ['tcp_csum:d98b']
10:55:16.439   10:55:16.461   0:00:00.001000                     0:00:00.022000           ['tcp_csum:68ea']               ['tcp_csum:68ea']
10:55:16.446   10:55:16.466   0:00:00.005000                     0:00:00.020000           ['tcp_csum:a283']               ['tcp_csum:a283']
10:55:16.447   10:55:16.468   0:00:00.002000                     0:00:00.021000           ['tcp_csum:21c5']               ['tcp_csum:21c5']
10:55:16.449   10:55:16.468   0:00:00                            0:00:00.019000           ['tcp_csum:eebe']               ['tcp_csum:eebe']
10:55:16.475   10:55:16.495   0:00:00.027000                     0:00:00.020000           ['tcp_csum:532c']               ['tcp_csum:532c']
10:55:16.476   10:55:16.496   0:00:00.001000                     0:00:00.020000           ['tcp_csum:90fa']               ['tcp_csum:90fa']
10:55:16.477   10:55:16.497   0:00:00.001000                     0:00:00.020000           ['tcp_csum:5675']               ['tcp_csum:5675']
10:55:16.481   10:55:16.501   0:00:00.004000                     0:00:00.020000           ['tcp_csum:2bb2']               ['tcp_csum:2bb2']
10:55:16.486   10:55:16.506   0:00:00.005000                     0:00:00.020000           ['tcp_csum:a02c']               ['tcp_csum:a02c']
10:55:16.488   10:55:16.508   0:00:00.002000                     0:00:00.020000           ['tcp_csum:e931']               ['tcp_csum:e931']
10:55:16.489   10:55:16.509   0:00:00.001000                     0:00:00.020000           ['tcp_csum:c39f']               ['tcp_csum:c39f']
10:55:16.489   10:55:16.510   0:00:00.001000                     0:00:00.021000           ['tcp_csum:64a3']               ['tcp_csum:64a3']
10:55:16.516   10:55:16.536   0:00:00.026000                     0:00:00.020000           ['tcp_csum:65da']               ['tcp_csum:65da']
10:55:16.517   10:55:16.537   0:00:00.001000                     0:00:00.020000           ['tcp_csum:e80']                 ['tcp_csum:e80']
10:55:16.517   10:55:16.538   0:00:00.001000                     0:00:00.021000           ['tcp_csum:c8a2']               ['tcp_csum:c8a2']
10:55:16.596   10:55:16.627   0:00:00.089000                     0:00:00.031000           ['tcp_csum:3b24']               ['tcp_csum:e10b']
10:55:16.596   10:55:16.627   0:00:00                            0:00:00.031000           ['tcp_csum:1008']               ['tcp_csum:7022']
10:55:16.598   10:55:16.630   0:00:00.003000                     0:00:00.032000           ['tcp_csum:8b65']               ['tcp_csum:c30e']
10:55:16.598   10:55:16.630   0:00:00                            0:00:00.032000           ['tcp_csum:6ffb']               ['tcp_csum:a325']
10:55:16.607   10:55:16.658   0:00:00.028000                     0:00:00.051000           ['tcp_csum:e10b']               ['tcp_csum:4aa8']
10:55:16.607   10:55:16.658   0:00:00                            0:00:00.051000           ['tcp_csum:7022']               ['tcp_csum:eee4']
10:55:16.610   10:55:16.658   0:00:00                            0:00:00.048000           ['tcp_csum:c30e']               ['tcp_csum:6091']
10:55:16.610   10:55:16.659   0:00:00.001000                     0:00:00.049000           ['tcp_csum:a325']               ['tcp_csum:72c7']
10:55:16.637   10:55:16.660   0:00:00.001000                     0:00:00.023000           ['tcp_csum:4aa8']               ['tcp_csum:7730']
10:55:16.637   10:55:16.667   0:00:00.007000                     0:00:00.030000           ['tcp_csum:eee4']               ['tcp_csum:59e7']
10:55:16.637   10:55:16.668   0:00:00.001000                     0:00:00.031000           ['tcp_csum:6091']                 ['tcp_csum:1d']
10:55:16.639   10:55:16.670   0:00:00.002000                     0:00:00.031000           ['tcp_csum:72c7']               ['tcp_csum:eb90']
10:55:16.640   10:55:16.670   0:00:00                            0:00:00.030000           ['tcp_csum:7730']               ['tcp_csum:7af1']
10:55:16.647   10:55:16.698   0:00:00.028000                     0:00:00.051000           ['tcp_csum:59e7']               ['tcp_csum:b47e']
10:55:16.647   10:55:16.698   0:00:00                            0:00:00.051000           ['tcp_csum:1d']                 ['tcp_csum:33c2']
10:55:16.650   10:55:16.699   0:00:00.001000                     0:00:00.049000           ['tcp_csum:eb90']               ['tcp_csum:6535']
10:55:16.650   10:55:16.700   0:00:00.001000                     0:00:00.050000           ['tcp_csum:7af1']               ['tcp_csum:a303']
10:55:16.678   10:55:16.708   0:00:00.008000                     0:00:00.030000           ['tcp_csum:b47e']               ['tcp_csum:687a']
10:55:16.678   10:55:16.708   0:00:00                            0:00:00.030000           ['tcp_csum:33c2']               ['tcp_csum:3db9']
10:55:16.679   10:55:16.710   0:00:00.002000                     0:00:00.031000           ['tcp_csum:6535']               ['tcp_csum:b235']
10:55:16.679   10:55:16.711   0:00:00.001000                     0:00:00.032000           ['tcp_csum:a303']               ['tcp_csum:fb3a']
10:55:16.771   10:55:16.819   0:00:00.108000                     0:00:00.048000           ['tcp_csum:4d3b']               ['tcp_csum:9d6e']
10:55:16.771   10:55:16.819   0:00:00                            0:00:00.048000           ['tcp_csum:221f']               ['tcp_csum:8204']
10:55:16.798   10:55:16.820   0:00:00.001000                     0:00:00.022000           ['tcp_csum:9d6e']               ['tcp_csum:f31a']
10:55:16.798   10:55:16.821   0:00:00.001000                     0:00:00.023000           ['tcp_csum:8204']               ['tcp_csum:8231']
10:55:16.799   10:55:16.822   0:00:00.001000                     0:00:00.023000           ['tcp_csum:f31a']               ['tcp_csum:d51d']
10:55:16.801   10:55:16.823   0:00:00.001000                     0:00:00.022000           ['tcp_csum:8231']               ['tcp_csum:b532']
10:55:16.801   10:55:16.824   0:00:00.001000                     0:00:00.023000           ['tcp_csum:d51d']               ['tcp_csum:5cc3']
10:55:16.803   10:55:16.829   0:00:00.005000                     0:00:00.026000           ['tcp_csum:b532']                 ['tcp_csum:fe']
10:55:16.803   10:55:16.829   0:00:00                            0:00:00.026000           ['tcp_csum:5cc3']               ['tcp_csum:72aa']
10:55:16.809   10:55:16.831   0:00:00.002000                     0:00:00.022000           ['tcp_csum:fe']                 ['tcp_csum:84e0']
10:55:16.809   10:55:16.831   0:00:00                            0:00:00.022000           ['tcp_csum:72aa']               ['tcp_csum:8949']
10:55:16.811   10:55:16.859   0:00:00.028000                     0:00:00.048000           ['tcp_csum:84e0']               ['tcp_csum:6bf6']
10:55:16.811   10:55:16.859   0:00:00                            0:00:00.048000           ['tcp_csum:8949']               ['tcp_csum:122c']
10:55:16.839   10:55:16.861   0:00:00.002000                     0:00:00.022000           ['tcp_csum:6bf6']               ['tcp_csum:fd9f']
10:55:16.839   10:55:16.861   0:00:00                            0:00:00.022000           ['tcp_csum:122c']               ['tcp_csum:8d00']
10:55:16.841   10:55:16.864   0:00:00.003000                     0:00:00.023000           ['tcp_csum:fd9f']               ['tcp_csum:c699']
10:55:16.841   10:55:16.864   0:00:00                            0:00:00.023000           ['tcp_csum:8d00']               ['tcp_csum:45dd']
10:55:16.845   10:55:16.869   0:00:00.005000                     0:00:00.024000           ['tcp_csum:c699']               ['tcp_csum:7750']
10:55:16.845   10:55:16.871   0:00:00.002000                     0:00:00.026000           ['tcp_csum:45dd']               ['tcp_csum:7a97']
10:55:16.849   10:55:16.872   0:00:00.001000                     0:00:00.023000           ['tcp_csum:7750']               ['tcp_csum:4fd6']
10:55:16.849   10:55:16.899   0:00:00.027000                     0:00:00.050000           ['tcp_csum:b51e']               ['tcp_csum:c446']
10:55:16.851   10:55:16.899   0:00:00                            0:00:00.048000           ['tcp_csum:7a97']                ['tcp_csum:d4c']
10:55:16.962   10:55:17.021   0:00:00.122000                     0:00:00.059000           ['tcp_csum:af8d']               ['tcp_csum:130d']
10:55:16.962   10:55:17.021   0:00:00                            0:00:00.059000           ['tcp_csum:9423']               ['tcp_csum:84b9']
10:55:16.963   10:55:17.022   0:00:00.001000                     0:00:00.059000           ['tcp_csum:538']                ['tcp_csum:96f1']
10:55:16.970   10:55:17.023   0:00:00.001000                     0:00:00.053000           ['tcp_csum:944c']               ['tcp_csum:9b58']
10:55:16.970   10:55:17.024   0:00:00.001000                     0:00:00.054000           ['tcp_csum:e738']               ['tcp_csum:7e1b']
10:55:16.972   10:55:17.025   0:00:00.001000                     0:00:00.053000           ['tcp_csum:c74d']               ['tcp_csum:f8da']
10:55:16.972   10:55:17.030   0:00:00.005000                     0:00:00.058000           ['tcp_csum:6ede']               ['tcp_csum:56bc']
10:55:17.001   10:55:17.030   0:00:00                            0:00:00.029000           ['tcp_csum:130d']               ['tcp_csum:24aa']
10:55:17.001   10:55:17.033   0:00:00.003000                     0:00:00.032000           ['tcp_csum:84b9']               ['tcp_csum:134d']
10:55:17.002   10:55:17.033   0:00:00                            0:00:00.031000           ['tcp_csum:96f1']               ['tcp_csum:fec0']
10:55:17.003   10:55:17.061   0:00:00.028000                     0:00:00.058000           ['tcp_csum:9b58']               ['tcp_csum:8e13']
10:55:17.004   10:55:17.062   0:00:00.001000                     0:00:00.058000           ['tcp_csum:7e1b']               ['tcp_csum:c7ae']
10:55:17.005   10:55:17.064   0:00:00.002000                     0:00:00.059000           ['tcp_csum:f8da']               ['tcp_csum:46f0']
10:55:17.010   10:55:17.064   0:00:00                            0:00:00.054000           ['tcp_csum:56bc']               ['tcp_csum:7865']
10:55:17.010   10:55:17.066   0:00:00.002000                     0:00:00.056000           ['tcp_csum:24aa']               ['tcp_csum:b633']
10:55:17.012   10:55:17.066   0:00:00                            0:00:00.054000           ['tcp_csum:134d']               ['tcp_csum:7bae']
10:55:17.013   10:55:17.071   0:00:00.005000                     0:00:00.058000           ['tcp_csum:fec0']               ['tcp_csum:50e9']
10:55:17.041   10:55:17.071   0:00:00                            0:00:00.030000           ['tcp_csum:8e13']               ['tcp_csum:c567']
10:55:17.041   10:55:17.073   0:00:00.002000                     0:00:00.032000           ['tcp_csum:c7ae']                ['tcp_csum:e6d']
10:55:17.043   10:55:17.073   0:00:00                            0:00:00.030000           ['tcp_csum:46f0']               ['tcp_csum:e8da']
10:55:17.043   10:55:17.102   0:00:00.029000                     0:00:00.059000           ['tcp_csum:7865']               ['tcp_csum:89d0']
10:55:17.163   10:55:17.183   0:00:00.081000                     0:00:00.020000           ['tcp_csum:64b']                 ['tcp_csum:64b']
10:55:17.163   10:55:17.183   0:00:00                            0:00:00.020000           ['tcp_csum:9561']               ['tcp_csum:9561']
10:55:17.163   10:55:17.184   0:00:00.001000                     0:00:00.021000           ['tcp_csum:e84d']               ['tcp_csum:e84d']
10:55:17.164   10:55:17.185   0:00:00.001000                     0:00:00.021000           ['tcp_csum:c864']               ['tcp_csum:c864']
10:55:17.164   10:55:17.187   0:00:00.002000                     0:00:00.023000           ['tcp_csum:6ff5']               ['tcp_csum:6ff5']
10:55:17.167   10:55:17.188   0:00:00.001000                     0:00:00.021000           ['tcp_csum:1430']               ['tcp_csum:1430']
10:55:17.167   10:55:17.189   0:00:00.001000                     0:00:00.022000           ['tcp_csum:85dc']               ['tcp_csum:85dc']
10:55:17.172   10:55:17.194   0:00:00.005000                     0:00:00.022000           ['tcp_csum:9812']               ['tcp_csum:9812']
10:55:17.172   10:55:17.194   0:00:00                            0:00:00.022000           ['tcp_csum:9c7b']               ['tcp_csum:9c7b']
10:55:17.176   10:55:17.194   0:00:00                            0:00:00.018000           ['tcp_csum:7f3c']               ['tcp_csum:7f3c']
10:55:17.176   10:55:17.194   0:00:00                            0:00:00.018000           ['tcp_csum:f9f3']               ['tcp_csum:f9f3']
10:55:17.203   10:55:17.223   0:00:00.029000                     0:00:00.020000           ['tcp_csum:1fb4']               ['tcp_csum:1fb4']
10:55:17.203   10:55:17.223   0:00:00                            0:00:00.020000           ['tcp_csum:b28']                 ['tcp_csum:b28']
10:55:17.205   10:55:17.226   0:00:00.003000                     0:00:00.021000           ['tcp_csum:9a88']               ['tcp_csum:9a88']
10:55:17.206   10:55:17.226   0:00:00                            0:00:00.020000           ['tcp_csum:d423']               ['tcp_csum:d423']
10:55:17.209   10:55:17.229   0:00:00.003000                     0:00:00.020000           ['tcp_csum:5365']               ['tcp_csum:5365']
10:55:17.209   10:55:17.229   0:00:00                            0:00:00.020000           ['tcp_csum:84da']               ['tcp_csum:84da']
10:55:17.212   10:55:17.233   0:00:00.004000                     0:00:00.021000           ['tcp_csum:c2a6']               ['tcp_csum:c2a6']
10:55:17.212   10:55:17.233   0:00:00                            0:00:00.021000           ['tcp_csum:8821']               ['tcp_csum:8821']
10:55:17.215   10:55:17.235   0:00:00.002000                     0:00:00.020000           ['tcp_csum:5d5e']               ['tcp_csum:5d5e']
